TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
BTCR11;88,00;0,900000;2,05;95,27;0,92;652.774,65;8,00;32,78;0,95;458.252.683,73;16.934,00;Ativa;4.810.097,00
BTHI11;44,99;1,900000;33,23;42,43;1,06;8.212,67;6,31;;-21,78;393.966.371,28;517,00;Ativa;9.285.512,00
BTHI12;45,00;0,560000;1,24;42,43;1,06;42.650,26;6,31;;-16,47;393.966.371,28;517,00;Ativa;9.285.512,00
BTLG11;101,50;0,760000;8,81;98,25;1,03;6.695.036,03;29,50;4,70;-0,97;2.799.276.268,56;243.672,00;Ativa;28.492.634,00
BTRA11;69,75;0,560000;13,48;125,65;0,56;642.118,41;8,21;;;422.755.490,17;21.706,00;Ativa;3.364.559,00
BTSG11;139,08;0,920000;7,57;137,73;1,01;1.321,00;0,82;;;106.746.178,22;64,00;Ativa;775.015,00
BTSI11;104,00;0,730000;6,91;120,94;0,86;45.700,00;0,06;;;270.497.329,66;113,00;Ativa;2.236.656,00
BTWR11;107,00;0,430000;6,04;111,93;0,96;428,00;1,06;;;90.585.002,93;65,00;Ativa;809.269,00
BVAR11;0,00;35,740000;0,00;1.046,48;;;0,93;-0,92;;654.616.685,38;69,00;Passiva;625.540,00
BZEL11;0,00;5,092421;0,00;117,41;;;0,03;;;415.386.167,22;3,00;Ativa;3.538.046,00
BZLI11;17,00;;0,00;10,50;1,62;855,10;0,18;;5,37;446.563.350,42;19,00;Ativa;42.510.905,00
CACR11;105,20;1,430000;16,77;102,99;1,02;675.499,05;68,30;12,17;-0,86;186.153.567,53;12.209,00;;1.807.434,00
CARE11;1,65;0,008385;0,00;8,31;0,20;10.058,08;0,00;;-25,56;297.349.292,74;11.846,00;Ativa;35.769.919,00
CBOP11;31,31;0,120000;11,34;73,80;0,42;48.054,65;1,38;-17,36;-26,54;104.421.473,78;3.326,00;Passiva;1.415.000,00
CCLB11;0,00;;0,00;0,00;;;;;;0,00;0,00;Ativa;0,00
CCME11;107,51;0,900000;9,24;101,62;1,06;13.984,70;39,36;;;556.110.232,10;148,00;Ativa;5.472.579,00
CCRF11;94,00;0,466948;9,96;98,92;0,95;614.196,35;1,70;;;155.495.654,73;333,00;Ativa;1.571.900,00
CEOC11;49,06;0,434875;14,35;78,24;0,63;95.686,27;2,32;10,40;-15,90;142.064.317,22;4.939,00;Passiva;1.815.696,00
CFHI11;0,00;36,511390;0,00;646,92;;;3,40;;;61.198.784,97;54,00;Ativa;94.600,00
CFII11;0,00;;0,00;1.071,28;;;52,15;;;76.119.936,92;57,00;Ativa;71.055,00
CIXR11;0,00;;0,00;;;;;;;;;;2.834.551,00
CJCT11;68,01;0,080000;0,82;66,17;1,03;37.555,37;0,48;;3,72;207.763.632,87;1.130,00;Passiva;3.140.000,00
CJFI11;0,00;;0,00;2,83;;;2,38;;;149.121.865,70;1,00;Ativa;52.601.278,00
CNES11;23,00;0,062524;5,28;90,76;0,25;14.737,97;5,12;-12,26;-29,45;267.660.615,32;1.702,00;Ativa;2.949.248,00
COPP11;100,00;;0,00;100,13;1,00;966.666,67;1,56;;;158.519.385,73;14,00;Ativa;1.583.087,00
CPFF11;78,88;0,700000;8,28;83,50;0,94;418.950,16;0,02;-10,27;0,63;213.183.352,66;10.161,00;Ativa;2.553.074,00
CPFO11;0,00;;0,00;31,93;;;0,87;;;90.509.108,49;528,00;Ativa;2.834.551,00
CPSH11;117,89;1,100000;2,80;111,38;1,06;16.349,31;12,22;;;329.158.261,54;271,00;;2.955.222,00
CPTS11;88,15;0,790000;10,54;89,93;0,98;10.484.220,89;0,26;-7,76;-2,97;2.858.107.218,58;231.750,00;Ativa;31.782.814,00
CRFF11;81,01;0,630000;9,21;90,81;0,89;36.593,57;4,26;12,50;-0,40;62.662.711,71;1.539,00;Ativa;690.040,00
CSMC11;0,00;20,665812;0,00;1.064,96;;;4,09;;;553.107.081,61;1,00;Ativa;519.370,00
CTNP11;0,00;;0,00;;;;;;;;;;0,00
CTXT11;12,35;0,010000;0,00;31,49;0,39;1.997,59;2,23;-23,80;-36,81;107.324.174,13;2.898,00;Passiva;3.408.174,00
CVBI11;93,97;0,900000;11,99;96,32;0,98;2.382.528,54;8,68;-5,56;-0,40;1.060.481.880,28;81.909,00;Ativa;11.010.228,00
CVPR11;0,00;0,900000;0,00;98,54;;;8,69;;;13.795.378,65;2,00;Ativa;140.000,00
CXAG11;83,90;0,710000;10,95;115,57;0,73;122.300,46;0,02;;;241.615.533,09;11.900,00;Ativa;2.090.621,00
CXCE11B;42,56;0,416293;11,66;65,30;0,65;30.091,03;6,38;-23,23;-25,03;111.854.473,67;3.762,00;Passiva;1.712.950,00
CXCI11;88,60;0,850000;11,32;97,49;0,91;103.133,62;0,14;;;200.613.742,49;5.334,00;Ativa;2.057.726,00
CXCO11;79,40;0,738300;11,76;99,16;0,80;217.042,57;1,10;;;389.160.062,69;13.978,00;Passiva;3.924.500,00
CXRI11;82,07;0,570000;8,22;91,62;0,90;38.751,03;3,95;-1,20;-23,03;144.377.421,22;2.286,00;Ativa;1.575.760,00
CXTL11;285,00;1,989949;6,37;416,19;0,68;12.458,32;3,39;18,47;-4,32;22.306.373,73;744,00;Passiva;53.597,00
CYCR11;9,40;0,100000;13,05;9,83;0,96;298.878,14;12,81;;;160.381.714,53;13.345,00;Ativa;16.315.840,00
CYLD11;0,00;;0,00;100,76;;;15,23;;;103.991.577,70;46,00;Ativa;1.032.105,00
DAMT11B;20,69;0,081450;4,39;13,03;1,59;888,70;1,03;;;95.205.422,74;585,00;Passiva;7.305.341,00
DEVA11;41,39;0,470000;21,33;97,41;0,42;2.388.951,41;2,94;;;1.368.164.993,83;133.991,00;Ativa;14.044.908,00
DLMT11;0,00;0,004929;0,00;0,64;;;4,38;;;8.509.853,51;9,00;Ativa;13.225.796,00
DMAC11;13,00;4,894618;0,00;4,99;2,61;;105,14;;-67,42;778.257,90;2.352,00;Passiva;156.108,00
DOMC11;439,00;;0,00;99,18;4,43;;0,61;;-0,08;242.379.457,99;1.185,00;Ativa;2.443.800,00
DOVL11B;1.200,69;9,525611;6,87;1.182,69;1,02;33.619,00;5,21;17,11;;78.537.574,20;60,00;Ativa;66.406,00
DPRO11;88,16;0,650000;12,62;96,59;0,91;2.453,61;3,69;;;35.885.229,86;149,00;Ativa;371.522,00
DRIT11B;91,00;0,290000;8,45;132,57;0,69;1.014,00;17,68;23,93;-12,75;61.417.658,00;357,00;Ativa;463.277,00
DVFF11;84,85;0,800000;10,55;95,53;0,89;98.333,35;5,03;;;105.177.331,51;714,00;Ativa;1.100.950,00
EDFO11B;197,20;1,763585;10,54;180,71;1,09;6.934,64;1,78;6,64;-9,94;42.647.457,72;540,00;Passiva;236.000,00
EDGA11;20,36;0,070000;6,62;61,24;0,33;34.066,62;1,23;-9,26;-12,61;233.435.787,04;5.471,00;Passiva;3.812.055,00
EGYR11;8,03;;0,00;123,61;0,07;9.620,14;0,00;;;93.356.932,65;45,00;Passiva;755.225,00
ELDO11B;762,38;6,470000;13,67;1.439,97;0,53;;0,30;-9,75;;1.133.623.298,09;60,00;Passiva;787.256,00
EQIR11;9,49;0,110000;13,91;9,84;0,96;206.555,59;1,86;;;49.424.726,43;6.443,00;Ativa;5.025.000,00
ERCR11;76.000,00;139,449698;0,00;55.542,87;1,37;;0,23;;;131.969.864,88;10,00;Passiva;2.376,00
ERPA11;122,90;0,720000;6,87;137,16;0,90;96.889,53;1,05;;;68.706.793,14;365,00;Passiva;500.922,00
ESTQ11;0,00;;0,00;0,05;;;45,88;;;3.137.820,58;5,00;Ativa;65.361.974,00
EURO11;245,15;1,880000;9,11;325,24;0,75;37.949,03;1,54;10,36;3,67;124.873.196,46;2.429,00;Passiva;383.936,00
EVBI11;99,00;0,750000;9,20;98,00;1,01;201.073,35;7,14;;;211.084.800,17;1.053,00;Ativa;2.153.893,00
EXES11;88,00;1,030000;9,97;92,37;0,95;2.992,00;40,06;;;44.087.362,92;53,00;Ativa;477.269,00
FAED11;155,80;1,514257;11,97;217,62;0,72;138.556,19;1,78;8,79;-9,34;139.751.624,97;4.671,00;Passiva;642.168,00
FAGL11;0,00;;0,00;;;;;;;;;;3.000.000,00
FAMB11B;920,13;9,160000;0,00;2.822,38;0,33;95.127,38;0,86;-9,82;-33,34;310.614.186,16;2.628,00;Passiva;110.054,00
FARU11;0,00;;0,00;;;;;;;;;;8.000.000,00
FATN11;92,55;0,850000;10,98;99,63;0,93;372.304,19;1,58;10,02;;126.514.231,52;2.317,00;Ativa;1.269.818,00
FCAS11;0,00;0,121915;0,00;60,79;;;186,17;;;80.684.223,04;2,00;Passiva;1.327.300,00
FCFL11;115,71;0,810000;8,20;116,22;1,00;185.189,54;0,68;8,46;0,01;403.737.700,16;3.589,00;Ativa;3.474.010,00
FGPM11;0,00;;0,00;;;;;;;;;;0,00
FIGS11;63,81;0,450000;8,10;76,20;0,84;186.245,24;1,01;23,87;1,48;217.182.008,80;14.961,00;Passiva;2.850.000,00
FIIB11;525,02;3,750000;8,04;461,60;1,14;172.892,76;1,05;5,25;1,17;316.198.267,73;16.703,00;Passiva;685.000,00
FIIP11B;173,22;1,440000;9,51;203,30;0,85;82.768,78;1,25;8,57;-2,69;188.496.658,48;7.662,00;Passiva;927.162,00
FINF11;0,00;0,252589;0,00;40,70;;;2,43;-1,89;;33.380.679,37;4,00;Ativa;820.112,00
FISC11;165,00;0,440000;2,63;115,20;1,43;;1,80;;21,79;195.842.870,11;62,00;Ativa;1.699.996,00
FISD11;0,00;6,526269;0,00;66,52;;;10,82;;;71.343.896,64;24,00;Ativa;1.072.588,00
FIVN11;4,04;;0,00;7,67;0,53;15.245,68;0,02;;-2,51;72.169.089,76;4.051,00;Passiva;9.412.630,00
FLCR11;95,30;0,950000;13,40;98,91;0,96;68.657,43;16,16;;;62.671.125,84;2.780,00;Ativa;633.604,00
FLMA11;139,02;0,820000;7,76;160,08;0,87;71.194,68;1,32;24,73;-1,38;221.014.296,53;15.470,00;Ativa;1.380.670,00
FLRP11;2.024,99;13,500000;7,42;1.823,97;1,11;18.968,69;1,98;43,79;14,33;118.981.040,93;778,00;Passiva;65.232,00
FMOF11;53,00;0,150000;0,87;119,01;0,45;30.399,50;1,44;17,86;-15,57;60.456.521,21;269,00;Passiva;508.008,00
FOFT11;123,00;1,900000;0,00;110,21;1,12;;5,10;-47,71;;131.819.480,59;3.846,00;Ativa;1.196.040,00
FPAB11;201,00;0,900000;10,48;374,15;0,54;10.533,61;4,59;5,04;-13,22;280.610.759,95;967,00;Passiva;750.000,00
FPNG11;80,01;0,460000;10,37;161,96;0,49;240,00;19,38;11,12;;288.027.887,13;68,00;Ativa;1.778.441,00
FRHY11;0,00;1,030000;0,00;45,11;;;6,46;;;5.886.623,09;7,00;Ativa;130.500,00
FTCE11B;2.900,89;112,959603;6,86;2.868,91;1,01;14.753,00;2,73;;;2.881.153.992,10;57,00;Ativa;1.004.269,00
FVBI11;94,97;0,369573;0,00;0,00;;;;142,93;;0,00;0,00;Passiva;0,00
FVPQ11;123,72;1,200000;9,59;192,18;0,64;72.904,70;2,28;3,90;-8,14;538.142.680,48;3.936,00;Passiva;2.800.149,00
GALG11;9,13;0,084000;10,79;9,14;1,00;1.269.383,05;4,39;;;525.520.215,45;71.893,00;Ativa;57.485.300,00
GAME11;9,19;0,100000;13,06;9,90;0,93;152.637,08;4,49;;;214.814.607,06;23.521,00;Ativa;21.697.677,00
GCFF11;69,30;0,750000;7,39;77,51;0,89;87.694,83;4,26;;;27.939.468,78;1.759,00;Ativa;360.477,00
GCOI11;98,99;0,805870;0,81;97,73;1,01;98.990,00;11,03;;;11.043.851,83;357,00;Ativa;113.000,00
GCRI11;89,43;0,950000;14,37;94,40;0,95;213.408,59;4,27;;;137.245.705,07;5.121,00;Ativa;1.453.859,00
GESE11B;1.520,00;14,706525;11,07;1.761,50;0,86;;1,45;7,58;0,00;91.598.119,01;55,00;Passiva;52.000,00
GGRC11;116,94;0,950000;10,25;113,70;1,03;1.247.415,24;4,31;10,12;-6,92;924.826.543,16;105.137,00;Ativa;8.134.118,00
GLOG11;69,37;0,630000;12,12;106,81;0,65;72.772,78;1,76;;;80.106.473,28;3.158,00;Ativa;750.000,00
GLPL11;0,00;;0,00;;;;;;;;;;0,00
GRLV11;104,51;0,170000;0,00;5,97;17,51;;2.489,44;135,25;-8,91;6.407.890,29;2.604,00;Passiva;1.073.530,00
GSFI11;7,89;;0,00;14,28;0,55;748.759,27;1,03;;42,97;1.073.927.524,29;7.274,00;Ativa;75.198.136,00
GTLG11;63,99;0,840000;11,16;60,62;1,06;22.885,25;100,03;;;434.811.690,70;341,00;Ativa;7.173.000,00
GTWR11;84,00;0,790000;11,11;95,08;0,88;1.110.892,32;1,25;4,70;-10,60;1.140.939.394,68;30.303,00;Ativa;12.000.000,00
GURB11;106,00;0,700000;2,78;111,23;0,95;1.443.557,80;4,99;;;126.269.371,97;20,00;Ativa;1.135.160,00
GVBI11;0,00;;0,00;;;;;;;;;;1.500.000,00
GZIT11;0,00;;0,00;84,02;;;5,74;;;1.778.966.637,76;1,00;Ativa;21.173.640,00
HAAA11;59,00;0,290000;9,22;80,85;0,73;6.949,09;0,58;;;279.324.421,71;335,00;Ativa;3.455.000,00
HABT11;93,47;1,000000;14,54;99,22;0,94;1.250.945,73;4,94;-9,54;-6,29;806.364.362,07;73.529,00;Ativa;8.126.783,00
HBCR11;116,01;0,684598;4,60;102,95;1,13;911.257,70;0,73;;;115.216.127,99;39,00;Ativa;1.119.161,00
HBRH11;94,55;0,518500;7,64;111,95;0,84;677.946,69;0,57;-2,78;-0,85;310.354.839,15;1.018,00;Ativa;2.772.204,00
HBTT11;1.055,00;16,580000;0,00;0,00;;;;;-0,46;0,00;0,00;Ativa;0,00
HCHG11;79,81;0,520000;14,56;97,08;0,82;76.693,76;2,21;;;116.500.671,83;1.041,00;Ativa;1.200.000,00
HCPR11;0,00;;0,00;;;;;;;;;;1.750.000,00
HCRI11;295,40;2,687645;10,50;308,26;0,96;36.311,41;1,81;-3,02;-12,45;61.651.120,00;3.186,00;Passiva;200.000,00
HCST11;52,00;;0,00;101,89;0,51;1.461,47;0,06;;;47.944.595,58;81,00;Ativa;470.548,00
HCTR11;32,24;0,170500;27,20;112,38;0,29;4.096.823,38;0,38;-28,93;-36,69;2.481.726.259,49;203.874,00;Ativa;22.084.202,00
HDEL11;106,09;1,870000;5,40;92,24;1,15;7.956,50;19,60;;;77.481.594,10;58,00;Passiva;840.000,00
HDOF11;115,00;;0,00;97,62;1,18;8.050,00;1,62;;;200.676.661,45;109,00;Ativa;2.055.675,00
HFOF11;80,98;0,630000;9,29;83,31;0,97;2.139.555,81;1,43;2,37;-8,25;1.918.394.548,29;75.246,00;Ativa;23.027.000,00
HGBS11;231,53;2,000000;7,60;225,18;1,03;6.874.461,08;0,37;38,60;3,06;2.251.821.608,65;89.636,00;Ativa;10.000.000,00
HGCR11;107,75;1,100000;13,18;102,99;1,05;3.766.175,43;2,71;17,78;1,68;1.587.869.105,57;102.780,00;Ativa;15.418.106,00
HGFF11;89,92;0,700000;8,73;94,22;0,95;965.649,84;5,74;5,16;-3,15;269.801.958,09;15.110,00;Ativa;2.863.597,00
HGIC11;106,97;1,020000;11,48;120,65;0,89;23.814,03;11,68;;;55.827.629,63;363,00;;462.706,00
HGLG11;161,00;1,100000;9,13;153,74;1,05;12.848.117,35;4,24;3,37;-1,53;5.194.540.238,65;396.667,00;Ativa;33.787.575,00
HGPO11;273,31;1,600000;7,03;299,02;0,91;721.471,76;0,58;13,65;6,70;524.198.179,50;16.426,00;Passiva;1.753.057,00
HGRE11;138,90;0,780000;7,42;155,15;0,90;2.391.559,89;1,88;4,41;-2,53;1.833.534.361,27;145.947,00;Ativa;11.817.767,00
HGRS11;0,00;;0,00;100,04;;;3,43;;;149.352.650,08;6,00;Ativa;1.492.940,00
HGRU11;138,08;0,850000;8,53;123,50;1,12;7.641.351,73;2,31;11,40;1,30;2.273.137.516,92;205.857,00;Ativa;18.406.458,00
HILG11;0,00;1,340772;0,00;181,28;;;0,98;;;94.644.763,45;50,00;Ativa;522.087,00
HLOG11;92,99;0,650000;8,39;115,40;0,81;76.044,46;3,63;0,52;-7,63;490.468.556,56;4.326,00;Ativa;4.250.000,00
HMOC11;226,95;23,800000;0,00;238,79;0,95;;0,67;122,18;-0,87;91.223.530,50;209,00;Passiva;382.017,00
HOFC11;22,80;0,110000;9,21;89,19;0,26;72.902,62;0,09;-25,11;-35,66;337.067.202,74;7.538,00;Ativa;3.779.001,00
HOSI11;66,70;0,460000;11,62;92,43;0,72;18.471,36;2,50;6,41;-3,75;53.004.123,14;1.692,00;Ativa;573.450,00
HPDP11;84,30;0,530000;7,39;89,24;0,94;16.116,26;1,01;28,59;-2,77;263.314.928,12;430,00;Passiva;2.950.649,00
HRDF11;4,24;6,800000;0,00;6,14;0,69;949,46;41,99;;28,68;9.310.369,63;1.137,00;Ativa;1.517.425,00
HREC11;85,18;0,850000;12,56;93,50;0,91;244.307,70;12,13;;;482.142.700,63;1.540,00;Ativa;5.156.765,00
HSAF11;86,90;0,750000;12,66;93,12;0,93;400.654,05;1,43;6,41;-2,49;235.244.956,56;9.842,00;Ativa;2.526.360,00
HSLG11;96,71;0,730000;8,88;104,15;0,93;978.027,38;4,40;;;1.318.516.623,66;33.486,00;Ativa;12.660.067,00
HSML11;94,30;0,740000;9,14;95,06;0,99;2.901.660,46;4,33;21,13;0,59;1.500.114.724,79;163.854,00;Ativa;15.780.613,00
HSRE11;102,26;0,600000;7,33;93,49;1,09;1.294.632,29;1,35;;;831.959.181,93;201,00;Ativa;8.898.724,00
HTMX11;145,38;2,018526;10,83;136,01;1,07;653.818,00;5,61;16,76;7,51;204.607.303,48;27.844,00;Ativa;1.504.334,00
HUCG11;90,91;0,200000;6,24;103,63;0,88;8.402,36;33,82;;;116.273.914,50;244,00;Passiva;1.122.000,00
HUSC11;115,99;0,920000;9,14;145,36;0,80;5.659,64;1,63;2,61;-7,19;119.183.945,12;780,00;Passiva;819.907,00
HUSI11;1.159,53;8,264775;9,09;1.112,26;1,04;3.444,00;1,76;;;129.424.229,98;88,00;Ativa;116.362,00
IBCR11;77,20;0,980000;14,12;96,36;0,80;272.054,51;6,39;;;92.357.756,12;4.120,00;Ativa;958.423,00
IBFF11;66,40;0,296485;0,00;14,78;4,49;;101,13;;-3,13;9.855.905,16;3.870,00;Ativa;666.681,00
IDFI11;29,00;0,194021;17,00;29,62;0,98;49.766,92;38,85;;;60.948.451,48;358,00;Ativa;2.057.925,00
IRDM11;80,61;0,739753;12,69;87,44;0,92;5.407.278,65;2,50;-11,53;-10,57;3.185.832.525,71;292.765,00;Ativa;36.433.827,00
IRIM11;88,03;0,894518;12,93;94,74;0,93;94.142,19;2,11;;;181.908.752,91;2.824,00;Ativa;1.920.000,00
ITIP11;78,73;0,720000;12,23;77,28;1,02;99.256,32;1,37;;;57.820.671,12;2.854,00;Passiva;748.151,00
ITIT11;78,51;0,570000;8,98;87,13;0,90;184.963,38;0,29;;-7,75;78.461.821,22;8.389,00;Passiva;900.494,00
JASC11;100,00;0,520000;5,31;102,78;0,97;5.382.933,33;9,61;;;279.179.722,80;73,00;Ativa;2.716.375,00
JBFO11;87,00;0,450000;7,55;86,67;1,00;87,00;4,42;;;110.861.354,73;363,00;Ativa;1.279.070,00
JCDA11;0,00;;0,00;10,55;;;2,50;;;159.910.198,66;51,00;Passiva;15.159.655,00
JCDB11;0,00;;0,00;136,65;;;3,70;;;142.515.292,67;58,00;Ativa;1.042.957,00
JFLL11;77,25;0,620000;9,71;100,96;0,77;102.845,65;2,35;;;151.502.094,27;3.826,00;Ativa;1.500.598,00
JPPA11;99,14;1,150000;16,68;98,68;1,00;229.141,81;2,39;17,06;-0,78;89.209.448,81;9.579,00;Ativa;904.050,00
JPPC11;200,00;0,170000;0,00;403,99;0,50;13.148,50;6,77;;;22.219.546,97;89,00;Ativa;55.000,00
JRDM11;85,90;0,400000;7,36;88,84;0,97;610.682,00;0,41;28,90;4,05;224.143.181,16;4.001,00;Passiva;2.522.968,00
JSAF11;100,00;0,930000;11,16;99,68;1,00;1.286.739,95;2,54;;;156.795.104,62;9.486,00;Ativa;1.573.047,00
JSRE11;78,15;0,460000;7,26;112,64;0,69;3.141.274,38;0,21;-3,91;-7,36;2.339.169.506,34;103.812,00;Ativa;20.767.328,00
JTPR11;2.517,00;1,630372;0,00;80,87;31,12;;6,72;;;17.361.206,40;8,00;Ativa;214.674,00
KCRE11;96,00;0,800000;10,84;103,61;0,93;460.959,05;3,37;;;372.999.187,90;9.126,00;Ativa;3.600.000,00
KEVE11;1.036,05;0,744748;0,47;922,07;1,12;172.540,86;2,08;;;136.191.337,55;495,00;Passiva;147.700,00
KFOF11;99,96;0,750000;9,04;99,42;1,01;1.644.872,05;5,37;10,78;-3,72;450.723.245,72;19.107,00;Ativa;4.533.315,00
KINP11;9,82;3,053493;72,34;0,00;;38.394,20;;;-10,72;0,00;0,00;Ativa;0,00
KISU11;8,72;0,070000;10,26;9,20;0,95;750.694,73;2,05;;;406.566.602,11;123.999,00;Ativa;44.196.050,00
KIVO11;93,09;1,150000;17,19;94,16;0,99;203.276,03;4,30;;;114.420.948,80;3.023,00;Ativa;1.215.124,00
KNCR11;99,00;1,200000;13,90;100,95;0,98;11.801.586,22;5,56;49,84;3,16;5.764.202.757,89;272.678,00;Ativa;57.097.087,00
KNHF11;104,85;1,000000;0,95;102,28;1,03;1.107.763,13;8,44;;;1.000.075.858,59;11.940,00;Ativa;9.777.905,00
KNHY11;102,60;0,900000;11,35;102,59;1,00;2.536.851,92;1,58;-4,75;-1,84;1.896.920.982,51;15.360,00;Ativa;18.490.843,00
KNIP11;93,00;0,500000;9,54;99,10;0,94;11.799.616,92;3,05;-11,65;-5,53;7.935.640.251,58;74.277,00;Ativa;80.078.186,00
KNPR11;0,00;3,880000;0,00;103,11;;;4,08;;;59.795.088,34;593,00;Ativa;579.911,00
KNRE11;0,55;0,037742;62,45;0,77;0,71;7.199,54;16,19;;-49,14;14.209.667,58;6.699,00;Ativa;18.547.161,00
KNRI11;164,05;0,950000;7,22;159,87;1,03;3.824.753,41;1,28;13,24;-0,39;3.862.057.395,12;258.215,00;Ativa;24.157.121,00
KNSC11;91,80;0,800000;10,86;91,29;1,01;2.624.984,70;3,36;;;1.211.979.480,13;106.452,00;Ativa;13.275.794,00
KNUQ11;0,00;0,900000;0,00;100,54;;;23,74;;;327.060.120,88;1,00;Ativa;3.253.100,00
LASC11;102,18;0,570000;8,43;102,13;1,00;645.857,00;3,96;14,67;2,39;300.288.516,84;390,00;;2.940.298,00
LATR11B;9,51;9,998500;202,33;0,00;;99,50;;;-61,66;0,00;0,00;Ativa;0,00
LAVF11;0,00;1,300000;0,00;0,00;;;;;;0,00;7,00;Ativa;44.600,00
LFTT11;46,49;3,668145;0,00;24,10;1,93;18.304,24;12,43;;-22,66;178.471.176,76;492,00;Ativa;7.404.543,00
LGCP11;87,25;0,640000;8,54;97,91;0,89;536.320,54;1,33;6,14;-4,44;345.589.402,30;15.525,00;Ativa;3.529.735,00
LIFE11;9,96;0,122000;16,41;10,15;0,98;210.201,57;4,84;;;226.020.540,51;4.042,00;Ativa;22.276.744,00
LKDV11;997,23;;0,00;997,39;1,00;573.407,00;3,14;;;66.636.414,03;69,00;Ativa;66.811,00
LLAO11;77,37;0,713833;0,92;78,52;0,99;551.253,00;26,42;;;28.357.632,26;78,00;Ativa;361.140,00
LOFT11B;29,90;0,201705;0,00;11,75;2,54;;5,64;;-33,46;23.059.276,07;1,00;Ativa;1.962.500,00
LPLP11;0,00;8,566604;0,00;462,64;;;0,30;;;118.867.831,96;4,00;Ativa;256.932,00
LRDI11;0,00;;0,00;98,37;;;1,44;;;34.812.265,18;18,00;Ativa;353.879,00
LSPA11;102,00;0,810000;8,96;114,35;0,89;14.382,00;1,08;;;46.255.297,24;224,00;Ativa;404.500,00
LUGG11;89,98;0,600000;7,59;123,59;0,73;97.142,70;2,64;5,00;-5,64;139.739.905,47;4.449,00;Ativa;1.130.706,00
LVBI11;117,79;0,790000;7,73;115,78;1,02;2.518.555,41;0,96;13,27;-1,51;1.363.338.408,25;79.298,00;Ativa;11.775.177,00
MADS11;0,00;;0,00;;;;;;;;;;0,00
MALL11;116,40;0,850000;8,15;119,81;0,97;2.895.709,22;2,11;15,68;8,47;1.093.206.451,26;129.196,00;Ativa;9.124.659,00
MANA11;9,31;0,110000;14,61;9,80;0,95;192.199,65;8,76;;;209.671.912,26;3.941,00;Ativa;21.389.376,00
MATV11;86,63;0,600000;5,77;93,73;0,92;13.027,43;15,13;;;39.926.993,67;325,00;Ativa;425.968,00
MAXR11;75,74;0,730000;10,36;123,38;0,61;165.639,11;1,49;-0,16;-9,24;138.879.529,47;4.450,00;Ativa;1.125.655,00
MCCI11;93,87;0,900000;12,73;95,07;0,99;3.847.719,89;1,79;9,51;-2,73;1.612.330.602,13;116.432,00;Ativa;16.960.024,00
MCHF11;9,25;0,090000;13,08;9,56;0,97;951.508,84;9,91;;;309.383.097,75;83.205,00;Ativa;32.354.247,00
MCHY11;110,00;1,300000;16,91;99,14;1,11;47.173,51;8,05;;;355.903.779,66;982,00;;3.589.771,00
MFAI11;65,65;0,520000;9,79;72,27;0,91;25.246,73;4,79;-17,88;-18,21;28.127.681,21;3.032,00;Ativa;389.185,00
MFCR11;104,00;1,400000;12,95;105,32;0,99;7.547,56;1,88;;;10.661.962,50;130,00;Ativa;101.230,00
MFII11;94,10;1,070000;14,02;99,69;0,94;449.173,08;0,10;2,16;-9,31;441.298.348,48;29.640,00;Ativa;4.426.834,00
MGCR11;9,40;0,100000;11,83;9,78;0,96;259.145,59;1,77;;;131.240.792,97;4.360,00;Ativa;13.416.505,00
MGFF11;67,35;0,550000;9,37;74,80;0,90;1.257.077,57;3,58;-2,45;-10,13;676.971.296,25;47.046,00;Ativa;9.050.620,00
MGHT11;61,00;0,600000;14,10;85,99;0,71;110.647,30;5,05;5,17;-14,73;112.969.407,37;4.442,00;;1.313.784,00
MGIM11;101,50;0,176173;0,00;98,41;1,03;;101,04;;;24.337.124,08;75,00;Ativa;247.300,00
MGLC11;0,00;;0,00;;;;;;;;;;0,00
MGRI11;0,00;1,300000;0,00;105,55;;;11,52;;;23.220.578,30;1,00;Ativa;220.000,00
MINT11;100,00;;0,00;129,34;0,77;39.645,30;6,72;;;67.256.472,82;82,00;Ativa;520.000,00
MMPD11;0,00;5,180180;0,00;110,60;;;4,49;;;58.616.386,42;55,00;Ativa;530.000,00
MMVE11;161,87;;0,00;157,49;1,03;324,00;0,02;;;73.230.812,48;21,00;Ativa;465.000,00
MOFF11;0,00;;0,00;836,10;;;0,38;;;176.840.504,72;3,00;Ativa;211.506,00
MORC11;91,30;1,240000;14,53;98,37;0,93;459.145,73;11,05;;;187.680.283,81;6.619,00;Ativa;1.907.808,00
MORE11;75,59;0,600000;9,54;84,08;0,90;516.273,41;0,69;-5,67;-11,35;194.992.581,77;17.261,00;Ativa;2.319.115,00
MTOF11;0,00;;0,00;85,20;;;2,01;;;164.627.800,59;2,00;Ativa;1.932.221,00
MTRS11;0,00;;0,00;;;;;;;;;;0,00
MVFI11;0,00;;0,00;1,56;;;0,61;;;121.625.073,31;1,00;Ativa;78.155.673,00
MXRF11;10,95;0,110000;12,05;10,00;1,10;12.394.137,22;2,71;14,91;0,24;2.592.808.439,29;953.489,00;Ativa;259.279.007,00
