Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),    APmag,  S-brt,             delta,     deldot,     S-O-T,/r,     S-T-O,  Sky_motion, Sky_mot_PA, RelVel-ANG, Lun_Sky_Brt  sky_SNR
 2022-Nov-14 00:00, , ,   199.43324,   21.49761,   17.166,   n.a.,  53.2923311144224,-18.0749656,   48.9412,/L,    0.8098,   0.0421722,  95.974410,  -33.64022,        n.a.     n.a.
 2022-Nov-15 00:00, , ,   199.45120,   21.49594,   17.166,   n.a.,  53.2817952242252,-18.4091480,   49.7304,/L,    0.8193,   0.0417614,  95.380758,  -34.39212,        n.a.     n.a.
 2022-Nov-16 00:00, , ,   199.46899,   21.49445,   17.167,   n.a.,  53.2710677024699,-18.7385452,   50.5253,/L,    0.8287,   0.0413437,  94.774849,  -35.14314,        n.a.     n.a.
 2022-Nov-17 00:00, , ,   199.48662,   21.49316,   17.167,   n.a.,  53.2601513558993,-19.0630069,   51.3257,/L,    0.8381,   0.0409194,  94.156076,  -35.89318,        n.a.     n.a.
 2022-Nov-18 00:00, , ,   199.50408,   21.49205,   17.168,   n.a.,  53.2490490803695,-19.3823741,   52.1314,/L,    0.8473,   0.0404884,  93.523800,  -36.64209,        n.a.     n.a.
 2022-Nov-19 00:00, , ,   199.52136,   21.49114,   17.168,   n.a.,  53.2377638672637,-19.6964742,   52.9422,/L,    0.8564,   0.0400510,  92.877362,  -37.38973,        n.a.     n.a.
 2022-Nov-20 00:00, , ,   199.53847,   21.49042,   17.169,   n.a.,  53.2262988129448,-20.0051152,   53.7578,/L,    0.8654,   0.0396073,  92.216082,  -38.13590,        n.a.     n.a.
 2022-Nov-21 00:00, , ,   199.55539,   21.48989,   17.169,   n.a.,  53.2146571316027,-20.3080804,   54.5780,/L,    0.8743,   0.0391574,  91.539277,  -38.88038,        n.a.     n.a.
 2022-Nov-22 00:00, , ,   199.57212,   21.48955,   17.169,   n.a.,  53.2028421705460,-20.6051255,   55.4026,/L,    0.8831,   0.0387015,  90.846276,  -39.62289,        n.a.     n.a.
 2022-Nov-23 00:00, , ,   199.58866,   21.48941,   17.170,   n.a.,  53.1908574250536,-20.8959839,   56.2314,/L,    0.8917,   0.0382399,  90.136440,  -40.36308,        n.a.     n.a.
 2022-Nov-24 00:00, , ,   199.60500,   21.48946,   17.170,   n.a.,  53.1787065478873,-21.1803801,   57.0642,/L,    0.9001,   0.0377730,  89.409178,  -41.10050,        n.a.     n.a.
 2022-Nov-25 00:00, , ,   199.62114,   21.48970,   17.170,   n.a.,  53.1663933476669,-21.4580544,   57.9009,/L,    0.9084,   0.0373011,  88.663943,  -41.83469,        n.a.     n.a.
 2022-Nov-26 00:00, , ,   199.63706,   21.49013,   17.171,   n.a.,  53.1539217719765,-21.7287899,   58.7412,/L,    0.9166,   0.0368248,  87.900212,  -42.56514,        n.a.     n.a.
 2022-Nov-27 00:00, , ,   199.65278,   21.49075,   17.171,   n.a.,  53.1412958755514,-21.9924351,   59.5850,/L,    0.9246,   0.0363447,  87.117442,  -43.29134,        n.a.     n.a.
 2022-Nov-28 00:00, , ,   199.66827,   21.49157,   17.171,   n.a.,  53.1285197792946,-22.2489124,   60.4321,/L,    0.9324,   0.0358616,  86.315033,  -44.01286,        n.a.     n.a.
 2022-Nov-29 00:00, , ,   199.68355,   21.49257,   17.171,   n.a.,  53.1155976290047,-22.4982109,   61.2823,/L,    0.9400,   0.0353761,  85.492286,  -44.72932,        n.a.     n.a.
 2022-Nov-30 00:00, , ,   199.69860,   21.49377,   17.172,   n.a.,  53.1025335617685,-22.7403681,   62.1355,/L,    0.9475,   0.0348887,  84.648387,  -45.44038,        n.a.     n.a.
 2022-Dec-01 00:00, , ,   199.71342,   21.49515,   17.172,   n.a.,  53.0893316840689,-22.9754491,   62.9916,/L,    0.9548,   0.0344001,  83.782410,  -46.14578,        n.a.     n.a.
 2022-Dec-02 00:00, , ,   199.72801,   21.49673,   17.172,   n.a.,  53.0759960614682,-23.2035279,   63.8504,/L,    0.9619,   0.0339109,  82.893323,  -46.84528,        n.a.     n.a.
 2022-Dec-03 00:00, , ,   199.74236,   21.49849,   17.172,   n.a.,  53.0625307172571,-23.4246752,   64.7119,/L,    0.9688,   0.0334215,  81.979998,  -47.53864,        n.a.     n.a.
 2022-Dec-04 00:00, , ,   199.75647,   21.50044,   17.172,   n.a.,  53.0489396369720,-23.6389500,   65.5758,/L,    0.9755,   0.0329324,  81.041229,  -48.22561,        n.a.     n.a.
 2022-Dec-05 00:00, , ,   199.77033,   21.50257,   17.172,   n.a.,  53.0352267763846,-23.8463959,   66.4422,/L,    0.9820,   0.0324441,  80.075731,  -48.90592,        n.a.     n.a.
 2022-Dec-06 00:00, , ,   199.78395,   21.50489,   17.172,   n.a.,  53.0213960715257,-24.0470374,   67.3109,/L,    0.9883,   0.0319569,  79.082157,  -49.57929,        n.a.     n.a.
 2022-Dec-07 00:00, , ,   199.79732,   21.50739,   17.172,   n.a.,  53.0074514499660,-24.2408789,   68.1818,/L,    0.9944,   0.0314715,  78.059095,  -50.24538,        n.a.     n.a.
 2022-Dec-08 00:00, , ,   199.81043,   21.51008,   17.172,   n.a.,  52.9933968428128,-24.4279037,   69.0548,/L,    1.0003,   0.0309881,  77.005085,  -50.90381,        n.a.     n.a.
 2022-Dec-09 00:00, , ,   199.82329,   21.51295,   17.172,   n.a.,  52.9792361968263,-24.6080746,   69.9299,/L,    1.0059,   0.0305074,  75.918622,  -51.55416,        n.a.     n.a.
 2022-Dec-10 00:00, , ,   199.83588,   21.51600,   17.172,   n.a.,  52.9649734859369,-24.7813351,   70.8069,/L,    1.0114,   0.0300297,  74.798168,  -52.19595,        n.a.     n.a.
 2022-Dec-11 00:00, , ,   199.84821,   21.51923,   17.172,   n.a.,  52.9506127214424,-24.9476128,   71.6859,/L,    1.0166,   0.0295557,  73.642164,  -52.82865,        n.a.     n.a.
 2022-Dec-12 00:00, , ,   199.86028,   21.52264,   17.172,   n.a.,  52.9361579603735,-25.1068223,   72.5666,/L,    1.0216,   0.0290859,  72.449035,  -53.45166,        n.a.     n.a.
 2022-Dec-13 00:00, , ,   199.87207,   21.52623,   17.172,   n.a.,  52.9216133118892,-25.2588689,   73.4490,/L,    1.0264,   0.0286209,  71.217199,  -54.06433,        n.a.     n.a.
 2022-Dec-14 00:00, , ,   199.88359,   21.53000,   17.172,   n.a.,  52.9069829420119,-25.4036508,   74.3331,/L,    1.0310,   0.0281614,  69.945074,  -54.66596,        n.a.     n.a.
 2022-Dec-15 00:00, , ,   199.89483,   21.53394,   17.171,   n.a.,  52.8922710774179,-25.5410598,   75.2188,/L,    1.0353,   0.0277081,  68.631087,  -55.25579,        n.a.     n.a.
 2022-Dec-16 00:00, , ,   199.90579,   21.53806,   17.171,   n.a.,  52.8774820092983,-25.6709802,   76.1060,/L,    1.0394,   0.0272617,  67.273681,  -55.83301,        n.a.     n.a.
 2022-Dec-17 00:00, , ,   199.91646,   21.54235,   17.171,   n.a.,  52.8626200984390,-25.7932859,   76.9946,/L,    1.0432,   0.0268229,  65.871341,  -56.39676,        n.a.     n.a.
 2022-Dec-18 00:00, , ,   199.92685,   21.54681,   17.171,   n.a.,  52.8476897825775,-25.9078359,   77.8845,/L,    1.0468,   0.0263926,  64.422614,  -56.94611,        n.a.     n.a.
 2022-Dec-19 00:00, , ,   199.93694,   21.55145,   17.170,   n.a.,  52.8326955866335,-26.0144685,   78.7757,/L,    1.0502,   0.0259715,  62.926162,  -57.48007,        n.a.     n.a.
 2022-Dec-20 00:00, , ,   199.94675,   21.55625,   17.170,   n.a.,  52.8176421353747,-26.1129994,   79.6681,/L,    1.0533,   0.0255607,  61.380825,  -57.99757,        n.a.     n.a.
 2022-Dec-21 00:00, , ,   199.95625,   21.56123,   17.170,   n.a.,  52.8025341662977,-26.2032239,   80.5616,/L,    1.0561,   0.0251609,  59.785708,  -58.49748,        n.a.     n.a.
 2022-Dec-22 00:00, , ,   199.96546,   21.56637,   17.169,   n.a.,  52.7873765381792,-26.2849296,   81.4561,/L,    1.0588,   0.0247732,  58.140276,  -58.97859,        n.a.     n.a.
 2022-Dec-23 00:00, , ,   199.97436,   21.57168,   17.169,   n.a.,  52.7721742289202,-26.3579214,   82.3516,/L,    1.0611,   0.0243986,  56.444430,  -59.43960,        n.a.     n.a.
 2022-Dec-24 00:00, , ,   199.98296,   21.57715,   17.169,   n.a.,  52.7569323168351,-26.4220521,   83.2478,/L,    1.0632,   0.0240382,  54.698542,  -59.87919,        n.a.     n.a.
 2022-Dec-25 00:00, , ,   199.99125,   21.58278,   17.168,   n.a.,  52.7416559439593,-26.4772519,   84.1449,/L,    1.0651,   0.0236931,  52.903418,  -60.29607,        n.a.     n.a.
 2022-Dec-26 00:00, , ,   199.99923,   21.58857,   17.168,   n.a.,  52.7263502672056,-26.5235393,   85.0425,/L,    1.0667,   0.0233647,  51.060210,  -60.68894,        n.a.     n.a.
 2022-Dec-27 00:00, , ,   200.00690,   21.59451,   17.167,   n.a.,  52.7110204090653,-26.5610114,   85.9407,/L,    1.0680,   0.0230539,  49.170324,  -61.05660,        n.a.     n.a.
 2022-Dec-28 00:00, , ,   200.01425,   21.60061,   17.167,   n.a.,  52.6956714197108,-26.5898163,   86.8394,/L,    1.0691,   0.0227620,  47.235356,  -61.39792,        n.a.     n.a.
 2022-Dec-29 00:00, , ,   200.02129,   21.60687,   17.166,   n.a.,  52.6803082567646,-26.6101214,   87.7385,/L,    1.0699,   0.0224898,  45.257100,  -61.71183,        n.a.     n.a.
 2022-Dec-30 00:00, , ,   200.02801,   21.61327,   17.165,   n.a.,  52.6649357818360,-26.6220884,   88.6379,/L,    1.0705,   0.0222385,  43.237587,  -61.99731,        n.a.     n.a.
 2022-Dec-31 00:00, , ,   200.03441,   21.61982,   17.165,   n.a.,  52.6495587684525,-26.6258593,   89.5376,/L,    1.0708,   0.0220089,  41.179152,  -62.25338,        n.a.     n.a.
 2023-Jan-01 00:00, , ,   200.04049,   21.62651,   17.164,   n.a.,  52.6341819153285,-26.6215509,   90.4375,/L,    1.0709,   0.0218017,  39.084481,  -62.47912,        n.a.     n.a.
 2023-Jan-02 00:00, , ,   200.04625,   21.63335,   17.163,   n.a.,  52.6188098605987,-26.6092565,   91.3375,/L,    1.0707,   0.0216177,  36.956649,  -62.67365,        n.a.     n.a.
 2023-Jan-03 00:00, , ,   200.05169,   21.64032,   17.163,   n.a.,  52.6034471948338,-26.5890481,   92.2375,/L,    1.0702,   0.0214575,  34.799124,  -62.83614,        n.a.     n.a.
 2023-Jan-04 00:00, , ,   200.05680,   21.64744,   17.162,   n.a.,  52.5880984722912,-26.5609799,   93.1376,/L,    1.0695,   0.0213218,  32.615752,  -62.96584,        n.a.     n.a.
 2023-Jan-05 00:00, , ,   200.06159,   21.65469,   17.161,   n.a.,  52.5727682206960,-26.5250898,   94.0376,/L,    1.0685,   0.0212109,  30.410730,  -63.06208,        n.a.     n.a.
 2023-Jan-06 00:00, , ,   200.06606,   21.66207,   17.161,   n.a.,  52.5574609500611,-26.4814014,   94.9374,/L,    1.0673,   0.0211252,  28.188563,  -63.12425,        n.a.     n.a.
 2023-Jan-07 00:00, , ,   200.07019,   21.66958,   17.160,   n.a.,  52.5421811609107,-26.4299242,   95.8371,/L,    1.0658,   0.0210651,  25.954009,  -63.15188,        n.a.     n.a.
 2023-Jan-08 00:00, , ,   200.07400,   21.67721,   17.159,   n.a.,  52.5269333519966,-26.3706549,   96.7366,/L,    1.0640,   0.0210306,  23.712021,  -63.14459,        n.a.     n.a.
 2023-Jan-09 00:00, , ,   200.07749,   21.68497,   17.158,   n.a.,  52.5117220273849,-26.3035787,   97.6358,/L,    1.0620,   0.0210218,  21.467678,  -63.10210,        n.a.     n.a.
 2023-Jan-10 00:00, , ,   200.08064,   21.69286,   17.157,   n.a.,  52.4965517027172,-26.2286706,   98.5345,/L,    1.0598,   0.0210386,  19.226113,  -63.02428,        n.a.     n.a.
 2023-Jan-11 00:00, , ,   200.08347,   21.70086,   17.157,   n.a.,  52.4814269105616,-26.1458972,   99.4329,/L,    1.0573,   0.0210809,  16.992432,  -62.91111,        n.a.     n.a.
 2023-Jan-12 00:00, , ,   200.08596,   21.70898,   17.156,   n.a.,  52.4663522050100,-26.0552174,  100.3308,/L,    1.0545,   0.0211483,  14.771635,  -62.76267,        n.a.     n.a.
 2023-Jan-13 00:00, , ,   200.08812,   21.71722,   17.155,   n.a.,  52.4513321659623,-25.9565829,  101.2280,/L,    1.0515,   0.0212404,  12.568541,  -62.57918,        n.a.     n.a.
 2023-Jan-14 00:00, , ,   200.08996,   21.72557,   17.154,   n.a.,  52.4363714037713,-25.8499362,  102.1247,/L,    1.0482,   0.0213567,  10.387715,  -62.36099,        n.a.     n.a.
 2023-Jan-15 00:00, , ,   200.09145,   21.73402,   17.153,   n.a.,  52.4214745649757,-25.7352090,  103.0206,/L,    1.0447,   0.0214965,  8.2334123,  -62.10852,        n.a.     n.a.
 2023-Jan-16 00:00, , ,   200.09262,   21.74259,   17.152,   n.a.,  52.4066463396086,-25.6123186,  103.9157,/L,    1.0409,   0.0216592,  6.1095478,  -61.82232,        n.a.     n.a.
 2023-Jan-17 00:00, , ,   200.09345,   21.75125,   17.151,   n.a.,  52.3918914698578,-25.4811670,  104.8099,/L,    1.0369,   0.0218438,  4.0196804,  -61.50302,        n.a.     n.a.
 2023-Jan-18 00:00, , ,   200.09395,   21.76002,   17.150,   n.a.,  52.3772147585267,-25.3416433,  105.7031,/L,    1.0327,   0.0220495,  1.9670292,  -61.15136,        n.a.     n.a.
 2023-Jan-19 00:00, , ,   200.09412,   21.76888,   17.149,   n.a.,  52.3626210738417,-25.1936345,  106.5952,/L,    1.0282,   0.0222751,  359.95450,  -60.76818,        n.a.     n.a.
 2023-Jan-20 00:00, , ,   200.09395,   21.77784,   17.148,   n.a.,  52.3481153452830,-25.0370458,  107.4861,/L,    1.0235,   0.0225195,  357.98474,  -60.35445,        n.a.     n.a.
 2023-Jan-21 00:00, , ,   200.09345,   21.78689,   17.147,   n.a.,  52.3337025447519,-24.8718303,  108.3758,/L,    1.0185,   0.0227815,  356.06008,  -59.91126,        n.a.     n.a.
 2023-Jan-22 00:00, , ,   200.09262,   21.79602,   17.146,   n.a.,  52.3193876503611,-24.6980175,  109.2639,/L,    1.0133,   0.0230598,  354.18256,  -59.43982,        n.a.     n.a.
 2023-Jan-23 00:00, , ,   200.09146,   21.80524,   17.144,   n.a.,  52.3051755968008,-24.5157289,  110.1505,/L,    1.0079,   0.0233531,  352.35380,  -58.94144,        n.a.     n.a.
 2023-Jan-24 00:00, , ,   200.08996,   21.81454,   17.143,   n.a.,  52.2910712234845,-24.3251695,  111.0355,/L,    1.0022,   0.0236602,  350.57490,  -58.41744,        n.a.     n.a.
 2023-Jan-25 00:00, , ,   200.08813,   21.82392,   17.142,   n.a.,  52.2770792342268,-24.1265977,  111.9186,/L,    0.9963,   0.0239798,  348.84637,  -57.86914,        n.a.     n.a.
 2023-Jan-26 00:00, , ,   200.08598,   21.83336,   17.141,   n.a.,  52.2632041774470,-23.9202871,  112.7997,/L,    0.9902,   0.0243110,  347.16820,  -57.29777,        n.a.     n.a.
 2023-Jan-27 00:00, , ,   200.08350,   21.84288,   17.140,   n.a.,  52.2494504471164,-23.7064947,  113.6788,/L,    0.9839,   0.0246527,  345.53990,  -56.70447,        n.a.     n.a.
 2023-Jan-28 00:00, , ,   200.08069,   21.85247,   17.139,   n.a.,  52.2358222978394,-23.4854445,  114.5557,/L,    0.9774,   0.0250040,  343.96060,  -56.09030,        n.a.     n.a.
 2023-Jan-29 00:00, , ,   200.07756,   21.86211,   17.137,   n.a.,  52.2223238656514,-23.2573235,  115.4302,/L,    0.9706,   0.0253640,  342.42922,  -55.45624,        n.a.     n.a.
 2023-Jan-30 00:00, , ,   200.07411,   21.87182,   17.136,   n.a.,  52.2089591882079,-23.0222865,  116.3023,/L,    0.9637,   0.0257319,  340.94448,  -54.80321,        n.a.     n.a.
 2023-Jan-31 00:00, , ,   200.07033,   21.88157,   17.135,   n.a.,  52.1957322212913,-22.7804635,  117.1718,/L,    0.9565,   0.0261068,  339.50499,  -54.13206,        n.a.     n.a.
 2023-Feb-01 00:00, , ,   200.06624,   21.89138,   17.134,   n.a.,  52.1826468511208,-22.5319663,  118.0385,/L,    0.9492,   0.0264879,  338.10930,  -53.44362,        n.a.     n.a.
 2023-Feb-02 00:00, , ,   200.06183,   21.90124,   17.132,   n.a.,  52.1697069033169,-22.2768934,  118.9024,/L,    0.9416,   0.0268745,  336.75591,  -52.73864,        n.a.     n.a.
 2023-Feb-03 00:00, , ,   200.05711,   21.91115,   17.131,   n.a.,  52.1569161498010,-22.0153327,  119.7632,/L,    0.9339,   0.0272658,  335.44329,  -52.01785,        n.a.     n.a.
 2023-Feb-04 00:00, , ,   200.05208,   21.92109,   17.130,   n.a.,  52.1442783147905,-21.7473615,  120.6208,/L,    0.9260,   0.0276611,  334.16988,  -51.28192,        n.a.     n.a.
 2023-Feb-05 00:00, , ,   200.04674,   21.93107,   17.128,   n.a.,  52.1317970806916,-21.4730471,  121.4751,/L,    0.9180,   0.0280598,  332.93414,  -50.53149,        n.a.     n.a.
 2023-Feb-06 00:00, , ,   200.04109,   21.94109,   17.127,   n.a.,  52.1194760942661,-21.1924456,  122.3258,/L,    0.9097,   0.0284612,  331.73452,  -49.76714,        n.a.     n.a.
 2023-Feb-07 00:00, , ,   200.03513,   21.95113,   17.126,   n.a.,  52.1073189730867,-20.9056020,  123.1729,/L,    0.9013,   0.0288647,  330.56948,  -48.98939,        n.a.     n.a.
 2023-Feb-08 00:00, , ,   200.02887,   21.96121,   17.124,   n.a.,  52.0953293120515,-20.6125499,  124.0161,/L,    0.8928,   0.0292697,  329.43753,  -48.19877,        n.a.     n.a.
 2023-Feb-09 00:00, , ,   200.02231,   21.97131,   17.123,   n.a.,  52.0835106896604,-20.3133125,  124.8552,/L,    0.8841,   0.0296756,  328.33718,  -47.39572,        n.a.     n.a.
 2023-Feb-10 00:00, , ,   200.01545,   21.98143,   17.122,   n.a.,  52.0718666738495,-20.0079034,  125.6900,/L,    0.8752,   0.0300819,  327.26702,  -46.58068,        n.a.     n.a.
 2023-Feb-11 00:00, , ,   200.00829,   21.99156,   17.120,   n.a.,  52.0604008273573,-19.6963271,  126.5203,/L,    0.8663,   0.0304879,  326.22565,  -45.75406,        n.a.     n.a.
 2023-Feb-12 00:00, , ,   200.00084,   22.00171,   17.119,   n.a.,  52.0491167127519,-19.3785798,  127.3458,/L,    0.8572,   0.0308932,  325.21174,  -44.91622,        n.a.     n.a.
 2023-Feb-13 00:00, , ,   199.99310,   22.01187,   17.117,   n.a.,  52.0380178972116,-19.0546494,  128.1664,/L,    0.8479,   0.0312971,  324.22399,  -44.06753,        n.a.     n.a.
 2023-Feb-14 00:00, , ,   199.98507,   22.02203,   17.116,   n.a.,  52.0271079567852,-18.7245176,  128.9817,/L,    0.8386,   0.0316991,  323.26117,  -43.20834,        n.a.     n.a.
 2023-Feb-15 00:00, , ,   199.97675,   22.03220,   17.115,   n.a.,  52.0163904790503,-18.3881640,  129.7915,/L,    0.8291,   0.0320985,  322.32213,  -42.33898,        n.a.     n.a.
 2023-Feb-16 00:00, , ,   199.96816,   22.04237,   17.113,   n.a.,  52.0058690618891,-18.0455755,  130.5954,/L,    0.8196,   0.0324948,  321.40576,  -41.45985,        n.a.     n.a.
 2023-Feb-17 00:00, , ,   199.95928,   22.05253,   17.112,   n.a.,  51.9955473048764,-17.6967625,  131.3932,/L,    0.8100,   0.0328871,  320.51106,  -40.57136,        n.a.     n.a.
 2023-Feb-18 00:00, , ,   199.95012,   22.06269,   17.110,   n.a.,  51.9854287894349,-17.3417814,  132.1844,/L,    0.8002,   0.0332748,  319.63715,  -39.67404,        n.a.     n.a.
 2023-Feb-19 00:00, , ,   199.94069,   22.07283,   17.109,   n.a.,  51.9755170456861,-16.9807569,  132.9688,/L,    0.7905,   0.0336570,  318.78323,  -38.76850,        n.a.     n.a.
 2023-Feb-20 00:00, , ,   199.93099,   22.08296,   17.107,   n.a.,  51.9658155084910,-16.6138950,  133.7460,/L,    0.7806,   0.0340331,  317.94860,  -37.85542,        n.a.     n.a.
 2023-Feb-21 00:00, , ,   199.92103,   22.09306,   17.106,   n.a.,  51.9563274710642,-16.2414773,  134.5155,/L,    0.7707,   0.0344025,  317.13261,  -36.93552,        n.a.     n.a.
 2023-Feb-22 00:00, , ,   199.91080,   22.10314,   17.104,   n.a.,  51.9470560480022,-15.8638350,  135.2770,/L,    0.7608,   0.0347645,  316.33461,  -36.00952,        n.a.     n.a.
 2023-Feb-23 00:00, , ,   199.90032,   22.11319,   17.103,   n.a.,  51.9380041572294,-15.4813117,  136.0299,/L,    0.7508,   0.0351190,  315.55392,  -35.07802,        n.a.     n.a.
 2023-Feb-24 00:00, , ,   199.88958,   22.12321,   17.102,   n.a.,  51.9291745230236,-15.0942299,  136.7739,/L,    0.7409,   0.0354656,  314.78983,  -34.14151,        n.a.     n.a.
 2023-Feb-25 00:00, , ,   199.87860,   22.13320,   17.100,   n.a.,  51.9205696947381,-14.7028708,  137.5084,/L,    0.7309,   0.0358042,  314.04158,  -33.20037,        n.a.     n.a.
 2023-Feb-26 00:00, , ,   199.86737,   22.14314,   17.099,   n.a.,  51.9121920724168,-14.3074705,  138.2330,/L,    0.7209,   0.0361348,  313.30841,  -32.25491,        n.a.     n.a.
 2023-Feb-27 00:00, , ,   199.85591,   22.15304,   17.097,   n.a.,  51.9040439317102,-13.9082252,  138.9470,/L,    0.7110,   0.0364572,  312.58953,  -31.30533,        n.a.     n.a.
 2023-Feb-28 00:00, , ,   199.84421,   22.16289,   17.096,   n.a.,  51.8961274439398,-13.5053017,  139.6500,/L,    0.7011,   0.0367714,  311.88421,  -30.35183,        n.a.     n.a.
 2023-Mar-01 00:00, , ,   199.83228,   22.17270,   17.094,   n.a.,  51.8884446903662,-13.0988465,  140.3414,/L,    0.6913,   0.0370773,  311.19170,  -29.39456,        n.a.     n.a.
 2023-Mar-02 00:00, , ,   199.82012,   22.18245,   17.093,   n.a.,  51.8809976716502,-12.6889931,  141.0206,/L,    0.6815,   0.0373747,  310.51132,  -28.43368,        n.a.     n.a.
 2023-Mar-03 00:00, , ,   199.80774,   22.19214,   17.092,   n.a.,  51.8737883142168,-12.2758655,  141.6869,/L,    0.6718,   0.0376637,  309.84240,  -27.46933,        n.a.     n.a.
 2023-Mar-04 00:00, , ,   199.79515,   22.20177,   17.090,   n.a.,  51.8668184752225,-11.8595795,  142.3396,/L,    0.6623,   0.0379440,  309.18429,  -26.50164,        n.a.     n.a.
 2023-Mar-05 00:00, , ,   199.78235,   22.21133,   17.089,   n.a.,  51.8600899474680,-11.4402420,  142.9781,/L,    0.6528,   0.0382157,  308.53638,  -25.53071,        n.a.     n.a.
 2023-Mar-06 00:00, , ,   199.76933,   22.22083,   17.088,   n.a.,  51.8536044651231,-11.0179487,  143.6017,/L,    0.6435,   0.0384787,  307.89807,  -24.55665,        n.a.     n.a.
 2023-Mar-07 00:00, , ,   199.75612,   22.23026,   17.086,   n.a.,  51.8473637106216,-10.5927828,  144.2095,/L,    0.6344,   0.0387328,  307.26878,  -23.57952,        n.a.     n.a.
 2023-Mar-08 00:00, , ,   199.74271,   22.23961,   17.085,   n.a.,  51.8413693225941,-10.1648126,  144.8007,/L,    0.6254,   0.0389781,  306.64793,  -22.59937,        n.a.     n.a.
 2023-Mar-09 00:00, , ,   199.72911,   22.24889,   17.084,   n.a.,  51.8356229043018, -9.7340923,  145.3747,/L,    0.6166,   0.0392145,  306.03498,  -21.61623,        n.a.     n.a.
 2023-Mar-10 00:00, , ,   199.71532,   22.25809,   17.083,   n.a.,  51.8301260317651, -9.3006625,  145.9304,/L,    0.6080,   0.0394417,  305.42938,  -20.63010,        n.a.     n.a.
 2023-Mar-11 00:00, , ,   199.70134,   22.26720,   17.081,   n.a.,  51.8248802607204, -8.8645534,  146.4671,/L,    0.5997,   0.0396598,  304.83058,  -19.64099,        n.a.     n.a.
 2023-Mar-12 00:00, , ,   199.68719,   22.27623,   17.080,   n.a.,  51.8198871316507, -8.4257883,  146.9837,/L,    0.5916,   0.0398686,  304.23808,  -18.64888,        n.a.     n.a.
 2023-Mar-13 00:00, , ,   199.67286,   22.28517,   17.079,   n.a.,  51.8151481723212, -7.9843888,  147.4794,/L,    0.5838,   0.0400679,  303.65137,  -17.65377,        n.a.     n.a.
 2023-Mar-14 00:00, , ,   199.65837,   22.29401,   17.078,   n.a.,  51.8106648973457, -7.5403798,  147.9533,/L,    0.5763,   0.0402574,  303.06997,  -16.65567,        n.a.     n.a.
 2023-Mar-15 00:00, , ,   199.64371,   22.30276,   17.077,   n.a.,  51.8064388041591, -7.0937973,  148.4043,/L,    0.5691,   0.0404369,  302.49341,  -15.65461,        n.a.     n.a.
 2023-Mar-16 00:00, , ,   199.62889,   22.31141,   17.076,   n.a.,  51.8024713643776, -6.6446965,  148.8315,/L,    0.5622,   0.0406060,  301.92125,  -14.65066,        n.a.     n.a.
 2023-Mar-17 00:00, , ,   199.61392,   22.31996,   17.075,   n.a.,  51.7987640090936, -6.1931645,  149.2339,/L,    0.5557,   0.0407645,  301.35308,  -13.64395,        n.a.     n.a.
 2023-Mar-18 00:00, , ,   199.59880,   22.32840,   17.074,   n.a.,  51.7953181066870, -5.7393339,  149.6106,/L,    0.5496,   0.0409118,  300.78855,  -12.63470,        n.a.     n.a.
 2023-Mar-19 00:00, , ,   199.58354,   22.33673,   17.074,   n.a.,  51.7921349328617, -5.2833947,  149.9606,/L,    0.5439,   0.0410477,  300.22733,  -11.62322,        n.a.     n.a.
 2023-Mar-20 00:00, , ,   199.56814,   22.34495,   17.073,   n.a.,  51.7892156351754, -4.8256006,  150.2829,/L,    0.5386,   0.0411716,  299.66916,  -10.60991,        n.a.     n.a.
 2023-Mar-21 00:00, , ,   199.55261,   22.35305,   17.072,   n.a.,  51.7865611976851, -4.3662618,  150.5768,/L,    0.5338,   0.0412835,  299.11383,  -9.595268,        n.a.     n.a.
 2023-Mar-22 00:00, , ,   199.53696,   22.36104,   17.071,   n.a.,  51.7841724135963, -3.9057245,  150.8414,/L,    0.5294,   0.0413829,  298.56118,  -8.579826,        n.a.     n.a.
 2023-Mar-23 00:00, , ,   199.52119,   22.36890,   17.071,   n.a.,  51.7820498728712, -3.4443412,  151.0759,/L,    0.5255,   0.0414700,  298.01104,  -7.564096,        n.a.     n.a.
 2023-Mar-24 00:00, , ,   199.50530,   22.37664,   17.070,   n.a.,  51.7801939672772, -2.9824415,  151.2796,/L,    0.5221,   0.0415448,  297.46324,  -6.548532,        n.a.     n.a.
 2023-Mar-25 00:00, , ,   199.48931,   22.38425,   17.070,   n.a.,  51.7786049096473, -2.5203133,  151.4520,/L,    0.5192,   0.0416074,  296.91760,  -5.533494,        n.a.     n.a.
 2023-Mar-26 00:00, , ,   199.47322,   22.39173,   17.070,   n.a.,  51.7772827604284, -2.0581965,  151.5924,/L,    0.5168,   0.0416581,  296.37388,  -4.519254,        n.a.     n.a.
 2023-Mar-27 00:00, , ,   199.45703,   22.39908,   17.069,   n.a.,  51.7762274544299, -1.5962876,  151.7005,/L,    0.5150,   0.0416970,  295.83183,  -3.506009,        n.a.     n.a.
 2023-Mar-28 00:00, , ,   199.44075,   22.40629,   17.069,   n.a.,  51.7754388231037, -1.1347498,  151.7760,/L,    0.5137,   0.0417243,  295.29117,  -2.493904,        n.a.     n.a.
 2023-Mar-29 00:00, , ,   199.42440,   22.41336,   17.069,   n.a.,  51.7749166107065, -0.6737234,  151.8187,/L,    0.5129,   0.0417403,  294.75161,  -1.483050,        n.a.     n.a.
